date,year,month,day,extended,country,country_txt,region,region_txt,State,city,latitude,longitude,multiple,success,suicide,attacktype1,attacktype1_txt,target_type,target_subtype,corp,target,nationality,group_name,gun_certain,weapon_type,weapon_subtype,no_killed,no_wounded
2001-06-27,2001,Jun,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Finima,4.42852,7.176234,0,1,0,6,Hostage Taking (Kidnapping),Business,Multinational Corporation,Exxon Mobil company,Forty-one Exxon Mobil workers,Nigeria,Militants,1,Unknown,Unknown Weapon Type,0,0
2001-08-19,2001,Aug,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Lagos,Ikorodu,6.599187,3.50103,0,1,0,7,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Nigerian Law Enforcement,"Owutu Police Station in Ikorodu, Lagos, Nigeria",Nigeria,Odua Peoples' Congress (OPC),0,Firearms,Unknown Gun Type,0,0
2001-12-17,2001,Dec,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Enugu,Abia,6.335508,7.411028,0,1,0,2,Armed Assault,Police,"Police Building (headquarters, station, school)",Nigerian Police Department,"Police station in Abia, Nigeria",Nigeria,Movement for the Actualization of the Sovereign State of Biafra (MASSOB),0,Firearms,Unknown Gun Type,2,1
2001-12-23,2001,Dec,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Oyo,Ibadan,7.386749,3.935909,0,1,0,1,Assassination,Government (General),Judge/Attorney/Court,Attorney General and Minister of Justice,Chief Bola Ige,Nigeria,People's Democratic Party (PDP),1,Firearms,Handgun,1,0
2002-01-02,2002,Jan,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Taraba,Donga,7.722279,10.052053,0,1,0,2,Armed Assault,Private Citizens & Property,Named Civilian,Nigerian Civilians,"Jukuns, a tribe of the Central Nigerian state of Taraba",Nigeria,Unknown,0,Firearms,Unknown Gun Type,8,5
2002-08-16,2002,Aug,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Ogun,Ayetoro,7.238744,3.035081,0,1,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,People's Democratic Party (PDP),"Alhaji Ahman Ahmed Sardaunna Pategi, Chairman of the Kwara State Chapter of Nigeria's ruling People's Democratic Party",Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,1
2002-09-22,2002,Sep,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.974328,8.50026,0,1,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,United Nigeria Peoples Party (UNPP),"Alhaji Isyaku Mohammed, National Vice-Chairman of the United Nigeria Peoples Party (UNPP)",Nigeria,Gunmen,1,Firearms,Unknown Gun Type,1,0
2002-11-02,2002,Nov,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Namaran,9.103389,9.748799,0,1,0,2,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Nigerian Government Officials,Nigerian government assistants on the return trip from Namaran village,Nigeria,Unknown,0,Melee,Knife or Other Sharp Object,3,0
2002-11-15,2002,Nov,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Kwara,Ilorin,8.500509,4.551716,0,1,0,3,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,Nigerian newspaper,"National Pilot, a newspaper located in Ilorin",Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,5
2002-12-13,2002,Dec,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jos,9.933381,8.885243,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,"Indiscriminate civilians in their village in Rim, Nigeria",Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,14,0
2003-02-02,2003,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Lagos,Lagos,6.520917,3.379534,0,1,0,3,Bombing/Explosion,Private Citizens & Property,Race/Ethnicity Identified,Nigerian Citizens,"Nigerian Citizens at a street market on Idumagbo Avenue, Lagos Island, Lagos",Nigeria,Unknown,0,Explosives,Unknown Explosive Type,20,43
2003-02-08,2003,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Imo,Owerri,5.486571,7.03632,0,1,0,1,Assassination,Private Citizens & Property,Political Party Member/Rally,All Nigeria People's Party,"Chief Uche Ogbonnaya, ANPP candidate for Nigerian Senate seat for Orlu District, Imo State",Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2003-04-08,2003,Apr,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Chevron Texaco,"Chevron Texaco's Escravo oil terminal in Warri, Nigeria",United States,Unknown,0,Explosives,Unknown Explosive Type,0,0
2003-04-14,2003,Apr,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Indiscriminate civilians in the Itsekiri village of Ugbuwangu,Nigeria,Unknown,0,Firearms,Unknown Gun Type,6,0
2003-04-19,2003,Apr,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,5,Hostage Taking (Barricade Incident),Business,Multinational Corporation,Oil company,Transocean Inc.,United States,Strikers,0,Unknown,Unknown Weapon Type,0,0
2003-05-24,2003,May,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.51737,5.752496,0,1,0,3,Bombing/Explosion,Utilities,Oil,ChevronTexaco,"A pipeline owned by ChevronTexaco in Ajama, Nigeria",United States,Ijaw extremists,1,Explosives,Unknown Explosive Type,0,0
2003-07-27,2003,Jul,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,6,Hostage Taking (Kidnapping),Business,Multinational Corporation,Civilians,"Nigerian employee for ChevronTexaco in Warri, Nigeria",Nigeria,Egbema National Front,0,Firearms,Unknown Gun Type,0,0
2003-11-19,2003,Nov,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Chevron Texaco Oil Company,Chevron Texaco Oil Company holdings oil platforms in Bayesla,United States,Bini-Oru,0,Firearms,Unknown Gun Type,1,1
2003-11-27,2003,Nov,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,6,Hostage Taking (Kidnapping),Business,Construction,Bredero Shaw Company,Bredero Shaw Company workers in Warri,International,Ijaw extremists,0,Firearms,Automatic or Semi-Automatic Rifle,0,0
2004-01-07,2004,Jan,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Abuja,Abuja,9.066667,7.483333,0,1,0,1,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army,Retired Major-General Timothy Shelpidi,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2004-01-08,2004,Jan,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.814899,7.051907,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Residents of Port Harcourt,Nigeria,Unknown,0,Firearms,Unknown Gun Type,8,2
2004-01-09,2004,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,2,Armed Assault,Maritime,Civilian Maritime,Boat Passengers,Ijaw Tribesmen aboard boats,Nigeria,Unknown,0,Firearms,Unknown Gun Type,18,0
2004-03-08,2004,Mar,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Kogi,Lokoja,7.78811,6.729729,0,1,0,1,Assassination,Government (General),Election-related,Nigerian Electoral Commission,"Nigerian Electoral Commission Chairman Philip Olorunnipa at his Akutupa Residence in Lokoja, Nigeria.",Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2004-04-22,2004,Apr,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Civilian boat passengers en route to Burutu from Warri,Nigeria,Itsekiri,1,Firearms,Unknown Gun Type,10,4
2004-10-09,2004,Oct,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Kala-Balge,12.202254,14.459066,0,1,0,2,Armed Assault,Police,Police Patrol (including vehicles and convoys),Nigerian Police,Nigerian police patrol,Nigeria,Al-Sunna wal Jamma,1,Firearms,Automatic or Semi-Automatic Rifle,3,0
2005-01-03,2005,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Edo,Iyanomo,6.152044,5.648732,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Military Forces,Soldiers on the Lagos-Iyanomo Highway near Iyanomo,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,1
2005-05-05,2005,May,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Nabordo,10.219009,9.388505,0,1,0,2,Armed Assault,Utilities,Oil,Oil Pipeline,A Nigerian Oil Pipeline near Nabordo,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2005-05-13,2005,May,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Sokoto,Sokoto,13.05702,5.245744,0,1,0,2,Armed Assault,Private Citizens & Property,Religion Identified,Shi i Isam,Shi i Muslims in Sokoto,Nigeria,Sunni Muslim extremists,0,Melee,Knife or Other Sharp Object,2,35
2005-06-15,2005,Jun,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri,5.52372,5.753167,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Royal Dutch/Shell sub-contractor Bilfinger Berger Gas and Oil Services Ltd (B and B),employees of B and B,Germany,Ijaw extremists,0,Unknown,Unknown Weapon Type,0,0
2005-06-16,2005,Jun,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Unknown,4.867777,5.898714,0,1,0,6,Hostage Taking (Kidnapping),Business,Multinational Corporation,Shell Petrolium Development Company,Employees of B+B Nigeria Limited.,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2005-09-22,2005,Sep,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Akututuru district,4.561389,6.751944,0,1,0,7,Facility/Infrastructure Attack,Utilities,Oil,Chevron oil platform,Unknown,United States,Niger Delta People's Volunteer Force (NDPVF),1,Firearms,Unknown Gun Type,0,0
2005-12-20,2005,Dec,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Agba Okwan Asarama,4.858077,6.920913,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Shell Oil Company,Shell Oil Pipeline in Nigeria,United States,Unknown,0,Explosives,Unknown Explosive Type,11,0
2005-12-21,2005,Dec,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Edo,Ehor,6.61451,5.985902,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Nigerian National Petroleum Corporation,Nigerian National Petroleum Corporation Pipeline in Edo State,Nigeria,Unknown,0,Explosives,Dynamite/TNT,5,0
2005-12-26,2005,Dec,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Adeje,5.680984,5.76371,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Nigerian National Petroleum Corporation,Nigerian National Petroleum Corporation Pipeline in Delta State,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2006-01-11,2006,Jan,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Royal Dutch Shell Company,Royal Dutch Shell Company workers,Multinational,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-01-24,2006,Jan,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,2,Armed Assault,Business,Gas/Oil/Electric,Eni,Agip oil facility,Italy,Unknown,0,Firearms,Unknown Gun Type,9,0
2006-01-29,2006,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Kano,Kano,11.974328,8.50026,0,1,0,7,Facility/Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Office of the Vice President of Nigeria,Vice President Atiku Abubakar's campaign office,Nigeria,Unknown,0,Incendiary,Unknown Weapon Type,0,0
2006-01-29,2006,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,2,Armed Assault,Business,Multinational Corporation,Daewoo,Daewoo facilities,South Korea,Unknown,0,Firearms,Automatic or Semi-Automatic Rifle,0,0
2006-03-03,2006,Mar,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Unknown,4.867777,5.898714,0,1,0,7,Facility/Infrastructure Attack,Utilities,Oil,Unknown,Unknown,Multinational,Unknown,0,Sabotage Equipment,Unknown Weapon Type,0,0
2006-04-19,2006,Apr,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,3,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Military,"Second Amphibious Brigade, in the Niger Delta.",Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Vehicle,2,7
2006-05-10,2006,May,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,2,Armed Assault,Business,Gas/Oil/Electric,U.S. oil worker,Employee of Baker Hughes Inc.,United States,Unknown,0,Firearms,Unknown Gun Type,1,0
2006-05-11,2006,May,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.78482,7.00545,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Italian civilians,Italian employees of Italian oil company,Italy,Gugama Youth Federation,0,Unknown,Unknown Weapon Type,0,0
2006-05-12,2006,May,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Lagos,Atlas Creek Island,6.418291,3.165647,0,1,0,3,Bombing/Explosion,Utilities,Oil,Oil pipeline,Oil pipeline,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Unknown Explosive Type,200,0
2006-05-14,2006,May,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.775278,7.004167,0,1,0,2,Armed Assault,Police,Police Security Forces/Officers,Nigerian Police,Nigerian port security,Nigeria,Unknown,0,Firearms,Unknown Gun Type,4,2
2006-06-02,2006,Jun,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Warri district,5.528666,5.756006,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Fred Olsen Energy Company,Oil platform off coast of Nigeria,Norway,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-06-07,2006,Jun,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Business,Multinational Corporation,Daewoo Engineering and Construction,Gas gather plant in Port Harcourt,South Korea,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",6,0
2006-06-28,2006,Jun,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Anambra,Onitsha,6.166573,6.78371,0,1,0,8,Unarmed Assault,Religious Figures/Institutions,Religious Figure,Unknown,Reverend Chibuzor Opoko,Nigeria,Movement for the Actualization of the Sovereign State of Biafra (MASSOB),1,Melee,"Hands, Feet, Fists",0,1
2006-06-30,2006,Jun,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Plateau,Bassa,10.054471,8.799071,0,1,0,1,Assassination,Government (General),"Government Personnel (excluding police, military)",Advanced Congress of Democrats (ACD) Governorship aspirant,Chief Jesse Aruku,Nigeria,People's Democratic Party (PDP),1,Unknown,Unknown Weapon Type,1,1
2006-07-05,2006,Jul,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Sengana,4.335226,5.985511,1,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Consolidated Oil Company,Consolidated Oil Company off-shore oil rig,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-07-06,2006,Jul,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Gbaran-Ubie,5.012682,6.297357,1,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,"Westminster Drudging, a contractor for Royal Dutch Shell","Michael Los, an employee of Westminster Drudging",Netherlands,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-07-06,2006,Jul,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Sengana,4.335118,5.985439,1,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Conoil,"Conoil rig in Sangana, Nigeria",Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-07-27,2006,Jul,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Lagos,Lagos,6.45,3.433333,0,1,0,1,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,People's Democratic Party (PDP),Candidate: Chieftain Funsho Williams,Nigeria,Unknown,0,Melee,Knife or Other Sharp Object,1,0
2006-08-03,2006,Aug,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Business,Construction,Bilfinger Berger,Employees,Germany,Movement for the Emancipation of the Niger Delta (MEND),0,Firearms,Unknown Gun Type,0,0
2006-08-14,2006,Aug,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Ekiti,Ijan Ekiti,7.623056,5.388611,0,1,0,1,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,People's Democratic Party (PDP),Candidate: Ayodeji Daramola,Nigeria,Unknown,0,Melee,Knife or Other Sharp Object,1,0
2006-08-24,2006,Aug,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,7,Facility/Infrastructure Attack,Utilities,Oil,Oil servicing company,Unknown,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,6
2006-08-26,2006,Aug,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Unknown,Two foreign oil workers,Unknown,Unknown,0,Firearms,Unknown Gun Type,1,0
2006-10-02,2006,Oct,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Unknown,4.858077,6.920913,0,1,0,2,Armed Assault,Business,Multinational Corporation,Civilians,Shell company in Nigeria’s southern Rivers State,Multinational,The Joint Revolutionary Council,0,Firearms,Unknown Gun Type,14,0
2006-10-04,2006,Oct,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Eket,4.649885,7.933103,0,1,0,2,Armed Assault,Business,Multinational Corporation,Civilians,Workers from Exxon Mobil company,Multinational,Unknown,0,Firearms,Handgun,2,0
2006-10-10,2006,Oct,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,6,Hostage Taking (Kidnapping),Military,Military Barracks/Base/Headquarters/Checkpost,Nigerian Navy,Base,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-11-06,2006,Nov,Mon,1,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa,4.921162,6.274773,0,1,0,6,Hostage Taking (Kidnapping),Utilities,Oil,Oil Platform,NAOC Oil Platform,Nigeria,Unknown,0,Firearms,Automatic or Semi-Automatic Rifle,0,0
2006-11-20,2006,Nov,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Unknown,4.867777,5.898714,0,1,0,1,Assassination,Private Citizens & Property,Unknown,Academic Associated Peaceworks,Unknown,Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,2
2006-11-22,2006,Nov,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,5,Hostage Taking (Barricade Incident),Business,Gas/Oil/Electric,Eni,Unknown,Multinational,Movement for the Emancipation of the Niger Delta (MEND),1,Firearms,Unknown Gun Type,4,1
2006-12-03,2006,Dec,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Cross River,Okono,5.096389,8.119167,0,1,0,5,Hostage Taking (Barricade Incident),Maritime,Commercial Maritime,Italian deep water vessel,FSPO Mysteria,Italy,Niger Delta Vigilante (NDV),0,Unknown,Unknown Weapon Type,1,0
2006-12-08,2006,Dec,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Brass,4.315,6.241667,0,1,0,7,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Oil Supply/Industry,Agip Oil Company,Italy,Unknown,0,Firearms,Unknown Gun Type,1,1
2006-12-10,2006,Dec,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,3,Bombing/Explosion,Business,Medical/Pharmaceutical,Medical Facility,Pamo Clinic,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2006-12-13,2006,Dec,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,7,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Nigerian Oil Supply,Agip Oil Company,Italy,Movement for the Emancipation of the Niger Delta (MEND),0,Unknown,Unknown Weapon Type,0,0
2006-12-15,2006,Dec,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Unknown,4.867777,5.898714,0,1,0,6,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Oil Supply/Industry,Royal Dutch Shell company,Netherlands,Unknown,0,Firearms,Unknown Gun Type,0,0
2006-12-18,2006,Dec,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.815554,7.049844,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Agip corporation,Unknown,Italy,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Vehicle,0,0
2006-12-20,2006,Dec,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Obagi,5.251111,6.612778,0,1,0,2,Armed Assault,Business,Gas/Oil/Electric,Total,The Total oil facility,France,Unknown,0,Firearms,Unknown Gun Type,3,0
2006-12-23,2006,Dec,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,3,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,Oil pipelines,Nigeria,Unknown,0,Explosives,Remote Trigger,0,0
2006-12-24,2006,Dec,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.78482,7.00545,0,1,0,3,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Unknown,Rivers State governor,Nigeria,Movement for the Emancipation of the Niger Delta (MEND),0,Explosives,Vehicle,0,0
2007-01-05,2007,Jan,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Rivers,Rumauakunde Emouha,4.881111,6.859444,0,1,0,6,Hostage Taking (Kidnapping),Business,Retail/Grocery/Bakery,Sichuan Telecommunication Company,Telecommunications field workers,China,Unknown,0,Firearms,Unknown Gun Type,0,0
2007-01-10,2007,Jan,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Yenagoa district,4.92315,6.26093,0,1,0,6,Hostage Taking (Kidnapping),Business,Multinational Corporation,Daewoo,Daewoo oil workers,South Korea,Movement for the Emancipation of the Niger Delta (MEND),0,Firearms,Unknown Gun Type,0,0
2007-01-13,2007,Jan,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Rivers,Ekulama,4.573056,6.745556,0,1,0,2,Armed Assault,Maritime,Civilian Maritime,Unknown,local chiefs,Nigeria,Unknown,0,Firearms,Unknown Gun Type,12,0
2007-01-20,2007,Jan,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Unknown,5.532462,5.898714,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Pilipino workers,Philippines,Movement for the Emancipation of the Niger Delta (MEND),1,Firearms,Unknown Gun Type,0,0
