date,year,month,day,State,city,latitude,longitude,suicide,attacktype1_txt,target_type,target_subtype,target,group_name,weapon_type,weapon_subtype,no_killed,no_wounded
1/29/2006,2006,Jan,Sun,Kano,Kano,11.974328,8.50026,0,Facility/Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Vice President Atiku Abubakar's campaign office,Unknown,Incendiary,Unknown Weapon Type,0,0
1/29/2006,2006,Jan,Sun,Rivers,Port Harcourt,4.815554,7.049844,0,Armed Assault,Business,Multinational Corporation,Daewoo facilities,Unknown,Firearms,Automatic or Semi-Automatic Rifle,0,0
3/3/2006,2006,Mar,Fri,Bayelsa,Unknown,4.867777,5.898714,0,Facility/Infrastructure Attack,Utilities,Oil,Unknown,Unknown,Sabotage Equipment,Unknown Weapon Type,0,0
4/19/2006,2006,Apr,Wed,Rivers,Port Harcourt,4.815554,7.049844,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)","Second Amphibious Brigade, in the Niger Delta.",Movement for the Emancipation of the Niger Delta (MEND),Explosives,Vehicle,2,7
5/10/2006,2006,May,Wed,Rivers,Port Harcourt,4.815554,7.049844,0,Armed Assault,Business,Gas/Oil/Electric,Employee of Baker Hughes Inc.,Unknown,Firearms,Unknown Gun Type,1,0
5/11/2006,2006,May,Thu,Rivers,Port Harcourt,4.78482,7.00545,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Italian employees of Italian oil company,Gugama Youth Federation,Unknown,Unknown Weapon Type,0,0
5/12/2006,2006,May,Fri,Lagos,Atlas Creek Island,6.418291,3.165647,0,Bombing/Explosion,Utilities,Oil,Oil pipeline,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Unknown Explosive Type,200,0
5/14/2006,2006,May,Sun,Rivers,Port Harcourt,4.775278,7.004167,0,Armed Assault,Police,Police Security Forces/Officers,Nigerian port security,Unknown,Firearms,Unknown Gun Type,4,2
6/2/2006,2006,Jun,Fri,Delta,Warri district,5.528666,5.756006,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Oil platform off coast of Nigeria,Unknown,Firearms,Unknown Gun Type,0,0
6/7/2006,2006,Jun,Wed,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Multinational Corporation,Gas gather plant in Port Harcourt,Movement for the Emancipation of the Niger Delta (MEND),Explosives,"Projectile (rockets, mortars, RPGs, etc.)",6,0
6/28/2006,2006,Jun,Wed,Anambra,Onitsha,6.166573,6.78371,0,Unarmed Assault,Religious Figures/Institutions,Religious Figure,Reverend Chibuzor Opoko,Movement for the Actualization of the Sovereign State of Biafra (MASSOB),Melee,"Hands, Feet, Fists",0,1
6/30/2006,2006,Jun,Fri,Plateau,Bassa,10.054471,8.799071,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Chief Jesse Aruku,People's Democratic Party (PDP),Unknown,Unknown Weapon Type,1,1
7/5/2006,2006,Jul,Wed,Bayelsa,Sengana,4.335226,5.985511,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Consolidated Oil Company off-shore oil rig,Unknown,Firearms,Unknown Gun Type,0,0
7/6/2006,2006,Jul,Thu,Bayelsa,Gbaran-Ubie,5.012682,6.297357,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,"Michael Los, an employee of Westminster Drudging",Unknown,Firearms,Unknown Gun Type,0,0
7/6/2006,2006,Jul,Thu,Bayelsa,Sengana,4.335118,5.985439,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,"Conoil rig in Sangana, Nigeria",Unknown,Firearms,Unknown Gun Type,0,0
7/27/2006,2006,Jul,Thu,Lagos,Lagos,6.45,3.433333,0,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Candidate: Chieftain Funsho Williams,Unknown,Melee,Knife or Other Sharp Object,1,0
8/3/2006,2006,Aug,Thu,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Construction,Employees,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
8/14/2006,2006,Aug,Mon,Ekiti,Ijan Ekiti,7.623056,5.388611,0,Assassination,Violent Political Party,Party Official/Candidate/Other Personnel,Candidate: Ayodeji Daramola,Unknown,Melee,Knife or Other Sharp Object,1,0
8/24/2006,2006,Aug,Thu,Rivers,Port Harcourt,4.815554,7.049844,0,Facility/Infrastructure Attack,Utilities,Oil,Unknown,Unknown,Firearms,Unknown Gun Type,1,6
8/26/2006,2006,Aug,Sat,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Two foreign oil workers,Unknown,Firearms,Unknown Gun Type,1,0
10/2/2006,2006,Oct,Mon,Rivers,Unknown,4.858077,6.920913,0,Armed Assault,Business,Multinational Corporation,Shell company in Nigeria’s southern Rivers State,The Joint Revolutionary Council,Firearms,Unknown Gun Type,14,0
10/4/2006,2006,Oct,Wed,Akwa Ibom,Eket,4.649885,7.933103,0,Armed Assault,Business,Multinational Corporation,Workers from Exxon Mobil company,Unknown,Firearms,Handgun,2,0
10/10/2006,2006,Oct,Tue,Unknown,Unknown,0,0,0,Hostage Taking (Kidnapping),Military,Military Barracks/Base/Headquarters/Checkpost,Base,Unknown,Firearms,Unknown Gun Type,0,0
11/6/2006,2006,Nov,Mon,Bayelsa,Yenagoa,4.921162,6.274773,0,Hostage Taking (Kidnapping),Utilities,Oil,NAOC Oil Platform,Unknown,Firearms,Automatic or Semi-Automatic Rifle,0,0
11/20/2006,2006,Nov,Mon,Bayelsa,Unknown,4.867777,5.898714,0,Assassination,Private Citizens & Property,Unknown,Unknown,Unknown,Firearms,Unknown Gun Type,2,2
11/22/2006,2006,Nov,Wed,Unknown,Unknown,0,0,0,Hostage Taking (Barricade Incident),Business,Gas/Oil/Electric,Unknown,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,4,1
12/3/2006,2006,Dec,Sun,Cross River,Okono,5.096389,8.119167,0,Hostage Taking (Barricade Incident),Maritime,Commercial Maritime,FSPO Mysteria,Niger Delta Vigilante (NDV),Unknown,Unknown Weapon Type,1,0
12/8/2006,2006,Dec,Fri,Bayelsa,Brass,4.315,6.241667,0,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Agip Oil Company,Unknown,Firearms,Unknown Gun Type,1,1
12/10/2006,2006,Dec,Sun,Rivers,Port Harcourt,4.815554,7.049844,0,Bombing/Explosion,Business,Medical/Pharmaceutical,Pamo Clinic,Unknown,Explosives,Unknown Explosive Type,0,0
12/13/2006,2006,Dec,Wed,Unknown,Unknown,0,0,0,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Agip Oil Company,Movement for the Emancipation of the Niger Delta (MEND),Unknown,Unknown Weapon Type,0,0
12/15/2006,2006,Dec,Fri,Bayelsa,Unknown,4.867777,5.898714,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Royal Dutch Shell company,Unknown,Firearms,Unknown Gun Type,0,0
12/18/2006,2006,Dec,Mon,Rivers,Port Harcourt,4.815554,7.049844,0,Bombing/Explosion,Business,Gas/Oil/Electric,Unknown,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Vehicle,0,0
12/20/2006,2006,Dec,Wed,Rivers,Obagi,5.251111,6.612778,0,Armed Assault,Business,Gas/Oil/Electric,The Total oil facility,Unknown,Firearms,Unknown Gun Type,3,0
12/23/2006,2006,Dec,Sat,Unknown,Unknown,0,0,0,Bombing/Explosion,Business,Gas/Oil/Electric,Oil pipelines,Unknown,Explosives,Remote Trigger,0,0
12/24/2006,2006,Dec,Sun,Rivers,Port Harcourt,4.78482,7.00545,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Rivers State governor,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Vehicle,0,0
1/5/2007,2007,Jan,Fri,Rivers,Rumauakunde Emouha,4.881111,6.859444,0,Hostage Taking (Kidnapping),Business,Retail/Grocery/Bakery,Telecommunications field workers,Unknown,Firearms,Unknown Gun Type,0,0
1/10/2007,2007,Jan,Wed,Bayelsa,Yenagoa district,4.92315,6.26093,0,Hostage Taking (Kidnapping),Business,Multinational Corporation,Daewoo oil workers,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
1/13/2007,2007,Jan,Sat,Rivers,Ekulama,4.573056,6.745556,0,Armed Assault,Maritime,Civilian Maritime,local chiefs,Unknown,Firearms,Unknown Gun Type,12,0
1/20/2007,2007,Jan,Sat,Delta,Unknown,5.532462,5.898714,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Pilipino workers,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
1/23/2007,2007,Jan,Tue,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Construction,U.S. citizens employed by Pivot Engineering and Construction Company,Unknown,Firearms,Automatic or Semi-Automatic Rifle,0,0
1/25/2007,2007,Jan,Thu,Bayelsa,Sagbama,5.166667,6.2,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Employees of government-owned Chinese National Petroleum Co.,Unknown,Firearms,Automatic or Semi-Automatic Rifle,1,0
2/6/2007,2007,Feb,Tue,Imo,Owerri,5.426585,7.204019,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Oil worker,Unknown,Firearms,Unknown Gun Type,0,0
2/9/2007,2007,Feb,Fri,Rivers,Port Hartcourt,4.78482,7.00545,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Oil worker,Unknown,Firearms,Unknown Gun Type,0,1
2/9/2007,2007,Feb,Fri,Rivers,Port Harcourt,4.827404,7.015945,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Sailors,Unknown,Firearms,Unknown Gun Type,2,0
2/9/2007,2007,Feb,Fri,Rivers,Port Harcourt,4.827404,7.015945,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Unknown,Unknown,Melee,"Hands, Feet, Fists",0,0
2/19/2007,2007,Feb,Mon,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Unknown Gun Type,0,0
2/23/2007,2007,Feb,Fri,Rivers,Unknown,4.858077,6.920913,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Handgun,1,1
2/23/2007,2007,Feb,Fri,Rivers,Unknown,4.858077,6.920913,0,Hostage Taking (Kidnapping),Business,Unknown,Civilians,Unknown,Firearms,Handgun,0,0
2/28/2007,2007,Feb,Wed,Rivers,Unknown,4.858077,6.920913,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Handgun,0,0
3/23/2007,2007,Mar,Fri,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Construction,Dutch Security Manager,Unknown,Firearms,Unknown Gun Type,0,0
3/25/2007,2007,Mar,Sun,Kwara,Ilorin,8.496623,4.548111,0,Assassination,Government (General),Royalty,Baliqees Sulu - Gambari,Unknown,Unknown,Unknown Weapon Type,0,0
3/31/2007,2007,Mar,Sat,Unknown,Unknown,0,0,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,British oil worker,Unknown,Unknown,Unknown Weapon Type,0,1
4/2/2007,2007,Apr,Mon,Bayelsa,Unknown,4.8678,5.898714,0,Hostage Taking (Kidnapping),Utilities,Oil,Oil Facility Construction Workers,Unknown,Firearms,Automatic or Semi-Automatic Rifle,0,0
4/2/2007,2007,Apr,Mon,Kano,Kano,11.974328,8.50026,0,Facility/Infrastructure Attack,Journalists & Media,Radio Journalist/Staff/Facility,Radio Station,Unknown,Melee,Blunt Object,0,0
4/6/2007,2007,Apr,Fri,Rivers,Port Harcourt,4.815148,7.049844,0,Hostage Taking (Kidnapping),Utilities,Oil,Oil Workers,Unknown,Firearms,Unknown Gun Type,0,0
4/13/2007,2007,Apr,Fri,Kano,Kano,11.974328,8.50026,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Pastor,Unknown,Firearms,Unknown Gun Type,2,0
4/14/2007,2007,Apr,Sat,Rivers,Port Harcourt,4.837155,7.070332,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police Station,Unknown,Firearms,Automatic or Semi-Automatic Rifle,7,0
4/17/2007,2007,Apr,Tue,Kano,Kano,11.974328,8.50026,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Police station in Kano,Unknown,Firearms,Unknown Gun Type,12,0
4/20/2007,2007,Apr,Fri,Bayelsa,Unknown,4.867777,5.898714,0,Armed Assault,Utilities,Oil,Oil workers being transported by ship,Unknown,Firearms,Unknown Gun Type,0,6
4/27/2007,2007,Apr,Fri,Rivers,Port Harcourt,4.815554,7.049844,0,Armed Assault,Utilities,Oil,Total SA foreign oil workers,Unknown,Firearms,Unknown Gun Type,7,0
5/2/2007,2007,May,Wed,Unknown,Unknown,0,0,0,Armed Assault,Business,Gas/Oil/Electric,oil pipelines,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Automatic or Semi-Automatic Rifle,1,0
5/3/2007,2007,May,Thu,Rivers,Unknown,4.858077,6.920913,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Unknown,Unknown,Firearms,Automatic or Semi-Automatic Rifle,0,0
5/6/2007,2007,May,Sun,Bayelsa,Unknown,4.867777,5.898714,0,Bombing/Explosion,Utilities,Oil,Unknown,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Unknown Explosive Type,0,0
5/8/2007,2007,May,Tue,Delta,Unknown,5.532462,5.898714,0,Bombing/Explosion,Utilities,Oil,Italian Agip/Epi Oil Company,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Unknown Explosive Type,0,0
5/9/2007,2007,May,Wed,Delta,Escravos,5.613867,5.18708,0,Hostage Taking (Kidnapping),Business,Multinational Corporation,Unknown,Unknown,Firearms,Unknown Gun Type,0,4
5/16/2007,2007,May,Wed,Bayelsa,Otuaka,4.783418,6.313182,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Vice President-elect Goodluck Jonathon,Unknown,Explosives,Dynamite/TNT,0,0
5/19/2007,2007,May,Sat,Rivers,Eleme,4.787177,7.12049,0,Hostage Taking (Kidnapping),Utilities,Oil,Indorama oil company,Unknown,Explosives,Dynamite/TNT,1,1
5/22/2007,2007,May,Tue,Delta,Warri,5.52372,5.753167,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Oil worker,Unknown,Firearms,Unknown Gun Type,0,0
5/25/2007,2007,May,Fri,Bayelsa,Sengana,4.335191,5.986015,0,Hostage Taking (Kidnapping),Maritime,Commercial Maritime,Foreign oil workers,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
6/1/2007,2007,Jun,Fri,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Industrial/Textiles/Factory,3 Indian senior managers and three women and two children of the sane family,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,2,0
6/2/2007,2007,Jun,Sat,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Niger Delta People's Volunteer Force (NDPVF),Firearms,Unknown Gun Type,0,0
6/3/2007,2007,Jun,Sun,Akwa Ibom,Ikot Abasi,4.573867,7.578898,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Unknown,Unknown,Explosives,Unknown Explosive Type,1,0
6/10/2007,2007,Jun,Sun,Bayelsa,Nembe district,4.435445,6.321268,0,Bombing/Explosion,Business,Gas/Oil/Electric,Petroleum flow station in Nembe Oil Field.,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Unknown Explosive Type,0,0
6/13/2007,2007,Jun,Wed,Bayelsa,Unknown,4.8678,5.898714,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Unknown,Unknown,Unknown,Unknown Weapon Type,0,0
6/14/2007,2007,Jun,Thu,Bayelsa,Unknown,4.8678,5.898714,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Unknown,Unknown,Unknown,Unknown Weapon Type,0,0
6/15/2007,2007,Jun,Fri,Delta,Unknown,5.532462,5.898714,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Unknown,Unknown,Unknown,Unknown Weapon Type,0,0
6/17/2007,2007,Jun,Sun,Bayelsa,Ogabainbiri,4.825,5.966667,0,Hostage Taking (Barricade Incident),Business,Gas/Oil/Electric,Eni owned Ogbainbiri oil field station,Unknown,Firearms,Unknown Gun Type,10,0
7/4/2007,2007,Jul,Wed,Unknown,Unknown,0,0,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Workers on the Shell oil rig in the Nigerian Delta,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
7/4/2007,2007,Jul,Wed,Oyo,Ibadan,7.396389,3.916667,0,Assassination,Government (General),"Government Personnel (excluding police, military)","Senator Ladoja, former governor of Oyo State",Unknown,Firearms,Unknown Gun Type,0,0
7/6/2007,2007,Jul,Fri,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Nigerian civilians,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
7/9/2007,2007,Jul,Mon,Cross River,Calabar district,4.95,8.325,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Oil company barge in the Calabar region Niger Delta,Unknown,Firearms,Unknown Gun Type,0,0
7/12/2007,2007,Jul,Thu,Unknown,Unknown,0,0,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,Nigerian civilians,Unknown,Firearms,Unknown Gun Type,0,0
8/1/2007,2007,Aug,Wed,Lagos,Lekki,6.443901,3.475084,0,Assassination,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)","Rickey Tafra, Senior Advocate of Nigeria and counsel to former Vice-President Atiku Abubakar",Unknown,Firearms,Unknown Gun Type,0,0
8/10/2007,2007,Aug,Fri,Rivers,Port Harcourt,4.815554,7.049844,0,Hostage Taking (Kidnapping),Business,Unknown,Unknown,Unknown,Unknown,Unknown Weapon Type,0,0
8/14/2007,2007,Aug,Tue,Rivers,Port Harcourt,4.815554,7.049844,0,Armed Assault,Journalists & Media,Radio Journalist/Staff/Facility,Unknown,Movement for the Actualization of the Sovereign State of Biafra (MASSOB),Firearms,Unknown Gun Type,14,0
8/31/2007,2007,Aug,Fri,Sokoto,Sokoto,13.05702,5.245744,0,Armed Assault,Private Citizens & Property,Religion Identified,Mustapha Tela,Unknown,Melee,Knife or Other Sharp Object,1,0
9/27/2007,2007,Sep,Thu,Unknown,Unknown,0,0,0,Hostage Taking (Kidnapping),Business,Gas/Oil/Electric,Saipem Nigeria Limited,Unknown,Firearms,Unknown Gun Type,1,0
10/31/2007,2007,Oct,Wed,Rivers,Unknown,4.858077,6.920913,0,Armed Assault,Military,Military Maritime,N.N.S. Obula,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,1,0
11/5/2007,2007,Nov,Mon,Ondo,Riverine,6.895929,4.893563,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Secretary to the State government,Movement for the Emancipation of the Niger Delta (MEND),Unknown,Unknown Weapon Type,0,0
11/8/2007,2007,Nov,Thu,Imo,Owerri,5.485081,7.035,0,Assassination,Private Citizens & Property,Political Party Member/Rally,Chairman,Unknown,Firearms,Unknown Gun Type,0,0
11/8/2007,2007,Nov,Thu,Unknown,Unknown,0,0,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Offices,Unknown,Incendiary,Unknown Weapon Type,0,0
11/12/2007,2007,Nov,Mon,Akwa Ibom,Ibeno,4.593448,7.960961,0,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,ExxonMobil Ibeno Oil Jetty,Unknown,Firearms,Unknown Gun Type,1,25
11/14/2007,2007,Nov,Wed,Delta,Bomadi,5.15866,5.92234,0,Armed Assault,Police,Police Security Forces/Officers,Police Officers,Unknown,Firearms,Unknown Gun Type,1,0
11/15/2007,2007,Nov,Thu,Unknown,Unknown,0,0,0,Facility/Infrastructure Attack,Utilities,Oil,Oil Pipeline for the Shell corporation.,Movement for the Emancipation of the Niger Delta (MEND),Sabotage Equipment,Unknown Weapon Type,0,0
11/27/2007,2007,Nov,Tue,Rivers,Bonny,4.434049,7.17049,0,Armed Assault,Police,Unknown,Unknown,Unknown,Firearms,Unknown Gun Type,3,0
12/4/2007,2007,Dec,Tue,Delta,Unknown,5.532462,5.898714,0,Armed Assault,Maritime,Commercial Maritime,Workers,Unknown,Firearms,Unknown Gun Type,1,1
1/1/2008,2008,Jan,Tue,Rivers,Port Harcourt,4.815554,7.049844,0,Armed Assault,Police,Unknown,Unknown,Niger Delta Vigilante (NDV),Firearms,Unknown Gun Type,18,0
1/4/2008,2008,Jan,Fri,Rivers,Ogbogwu,5.248889,6.655556,0,Hostage Taking (Kidnapping),Government (General),Politician or Political Party Movement/Meeting/Rally,Child,Unknown,Firearms,Unknown Gun Type,0,0
1/6/2008,2008,Jan,Sun,Delta,Beniboye,5.35052,5.506589,0,Bombing/Explosion,Utilities,Oil,Pipeline,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Unknown Explosive Type,0,0
1/6/2008,2008,Jan,Sun,Delta,Buruto,5.35052,5.506589,0,Bombing/Explosion,Utilities,Oil,Water Disposal Pipeline,Movement for the Emancipation of the Niger Delta (MEND),Explosives,Unknown Explosive Type,0,0
1/10/2008,2008,Jan,Thu,Rivers,Bonny,4.434049,7.17049,0,Facility/Infrastructure Attack,Business,Gas/Oil/Electric,Threat on Nigeria's oil industry in the Bonny Channel,Movement for the Emancipation of the Niger Delta (MEND),Firearms,Unknown Gun Type,0,0
